pdv_anonimizado,codigo_barras_sku,first_date,last_date,history_days,fill_rate,fill_rate_last_30,fill_rate_last_90,fill_rate_last_120,total_sales,mean_sales,days_since_last_sale,global_max_date,series_class
22,7894900031607,2022-12-01,2024-12-10,741,0.957,1.0,0.989,0.992,8777.0,11.84,0,2024-12-10,A
22,7894900031706,2022-12-01,2024-06-28,576,0.514,0.333,0.322,0.358,592.0,1.03,165,2024-12-10,D
22,7894900031751,2022-12-01,2024-12-09,740,0.5,0.733,0.678,0.608,723.0,0.98,1,2024-12-10,B
22,7894900032215,2022-12-03,2024-12-08,737,0.487,0.733,0.633,0.617,630.0,0.85,2,2024-12-10,C
22,7894900034219,2022-12-01,2024-12-09,740,0.63,0.633,0.622,0.625,2761.0,3.73,1,2024-12-10,B
22,7894900038101,2022-12-05,2023-04-06,123,0.049,0.1,0.033,0.042,7.0,0.06,614,2024-12-10,D
22,7894900038972,2024-08-04,2024-08-04,1,1.0,1.0,1.0,1.0,1.0,1.0,128,2024-12-10,D
22,7894900050011,2022-12-01,2024-12-09,740,0.891,1.0,0.922,0.933,3164.0,4.28,1,2024-12-10,A
22,7894900050394,2022-12-01,2024-12-09,740,0.711,0.967,0.944,0.825,2125.0,2.87,1,2024-12-10,B
22,7894900051308,2022-12-10,2024-05-11,519,0.017,0.067,0.022,0.017,12.0,0.02,213,2024-12-10,D
22,7894900051513,2022-12-01,2024-12-09,740,0.966,0.933,0.978,0.983,5654.0,7.64,1,2024-12-10,A
22,7894900051605,2023-01-21,2024-07-01,528,0.027,0.1,0.033,0.033,20.0,0.04,162,2024-12-10,D
22,7894900052213,2024-04-23,2024-09-10,141,0.383,0.3,0.389,0.358,69.0,0.49,91,2024-12-10,D
22,7894900053630,2022-12-01,2024-09-29,669,0.862,0.7,0.9,0.925,3170.0,4.74,72,2024-12-10,D
22,7894900054217,2022-12-01,2024-02-12,439,0.472,0.167,0.056,0.042,708.0,1.61,302,2024-12-10,D
22,7894900060010,2022-12-01,2024-11-12,713,0.578,0.433,0.144,0.108,2604.0,3.65,28,2024-12-10,C
22,7894900061512,2022-12-01,2024-12-09,740,0.938,1.0,0.978,0.983,6314.0,8.53,1,2024-12-10,A
22,7894900091007,2022-12-01,2024-12-09,740,0.753,0.9,0.956,0.908,1979.0,2.67,1,2024-12-10,B
22,7894900091014,2022-12-01,2024-06-02,550,0.709,0.733,0.7,0.717,1051.0,1.91,191,2024-12-10,D
22,7894900093001,2022-12-02,2024-12-04,734,0.466,0.333,0.311,0.35,997.0,1.36,6,2024-12-10,C
22,7894900093025,2022-12-01,2024-12-09,740,0.58,0.433,0.589,0.6,1527.0,2.06,1,2024-12-10,C
22,7894900093056,2022-12-01,2024-12-09,740,0.72,0.7,0.733,0.708,2051.0,2.77,1,2024-12-10,B
22,7894900093278,2022-12-03,2024-09-09,647,0.162,0.033,0.067,0.067,143.0,0.22,92,2024-12-10,D
22,7894900093292,2022-12-02,2024-06-17,564,0.387,0.3,0.244,0.242,436.0,0.77,176,2024-12-10,D
22,7894900093384,2022-12-02,2024-12-08,738,0.364,0.4,0.356,0.325,429.0,0.58,2,2024-12-10,C
22,7894900093698,2022-12-03,2024-05-15,530,0.019,0.1,0.033,0.025,13.0,0.02,209,2024-12-10,D
22,7894900094008,2022-12-01,2023-09-15,289,0.388,0.267,0.356,0.358,263.0,0.91,452,2024-12-10,D
22,7894900094022,2022-12-03,2024-02-07,432,0.444,0.533,0.578,0.55,420.0,0.97,307,2024-12-10,D
22,7894900094510,2022-12-07,2023-05-06,151,0.166,0.067,0.122,0.133,34.0,0.23,584,2024-12-10,D
22,7894900094640,2022-12-01,2023-10-10,314,0.455,0.967,0.778,0.717,715.0,2.28,427,2024-12-10,D
22,7894900095043,2022-12-01,2023-01-12,43,0.814,0.767,0.814,0.814,521.0,12.12,698,2024-12-10,D
22,7894900095104,2023-11-04,2023-11-07,4,0.5,0.5,0.5,0.5,47.0,11.75,399,2024-12-10,D
22,7894900095159,2024-10-04,2024-10-09,6,0.667,0.667,0.667,0.667,48.0,8.0,62,2024-12-10,D
22,7894900096002,2022-12-02,2024-12-06,736,0.489,0.533,0.489,0.5,650.0,0.88,4,2024-12-10,C
22,7894900131154,2022-12-01,2024-12-09,740,0.674,0.767,0.767,0.733,1848.0,2.5,1,2024-12-10,B
22,7894900150018,2022-12-02,2024-12-09,739,0.762,0.967,0.978,0.95,2704.0,3.66,1,2024-12-10,B
22,7894900151510,2022-12-01,2024-12-09,740,0.809,1.0,0.989,0.975,2931.0,3.96,1,2024-12-10,A
22,7894900180022,2022-12-01,2024-12-08,739,0.488,0.667,0.544,0.508,1240.0,1.68,2,2024-12-10,C
22,7894900180039,2023-01-19,2024-07-10,539,0.006,0.033,0.011,0.008,3.0,0.01,153,2024-12-10,D
22,7894900180503,2022-12-01,2024-12-09,740,0.955,0.933,0.967,0.958,6190.0,8.36,1,2024-12-10,A
22,7894900180510,2022-12-01,2024-12-01,732,0.027,0.067,0.033,0.033,26.0,0.04,9,2024-12-10,C
22,7894900180541,2022-12-01,2024-12-08,739,0.927,0.967,0.956,0.95,5210.0,7.05,2,2024-12-10,A
22,7894900184402,2023-01-27,2024-12-08,682,0.358,0.633,0.567,0.442,824.0,1.21,2,2024-12-10,C
22,7894900184419,2024-07-08,2024-11-02,118,0.017,0.033,0.011,0.017,2.0,0.02,38,2024-12-10,D
22,7894900300017,2022-12-01,2024-12-09,740,0.959,1.0,0.989,0.992,10810.0,14.61,1,2024-12-10,A
22,7894900300048,2022-12-21,2024-11-22,703,0.01,0.033,0.011,0.008,9.0,0.01,18,2024-12-10,C
22,7894900301755,2022-12-01,2024-12-09,740,0.911,0.9,0.889,0.833,2986.0,4.04,1,2024-12-10,A
22,7894900310016,2023-08-29,2023-12-06,100,0.54,0.633,0.522,0.54,149.0,1.49,370,2024-12-10,D
22,7894900320015,2022-12-01,2024-12-09,740,0.941,1.0,0.967,0.958,5124.0,6.92,1,2024-12-10,A
22,7894900321753,2022-12-01,2024-12-09,740,0.942,1.0,0.967,0.975,5736.0,7.75,1,2024-12-10,A
22,7894900360011,2022-12-01,2024-12-09,740,0.838,0.967,0.967,0.967,5854.0,7.91,1,2024-12-10,A
22,7894900360042,2022-12-01,2024-12-08,739,0.137,0.2,0.089,0.083,144.0,0.19,2,2024-12-10,C
22,7894900360394,2022-12-01,2024-12-09,740,0.646,0.7,0.556,0.45,3970.0,5.36,1,2024-12-10,B
22,7894900361308,2022-12-01,2024-12-07,738,0.108,0.033,0.022,0.017,113.0,0.15,3,2024-12-10,C
22,7894900680508,2022-12-01,2024-12-10,741,0.974,0.5,0.833,0.875,37117.0,50.09,0,2024-12-10,B
22,7894900680522,2022-12-01,2024-12-09,740,0.955,1.0,1.0,0.908,10293.0,13.91,1,2024-12-10,A
22,7894900681000,2022-12-01,2024-12-09,740,0.985,1.0,1.0,1.0,13362.0,18.06,1,2024-12-10,A
22,7894900681017,2022-12-01,2024-12-09,740,0.936,0.967,0.978,0.975,8774.0,11.86,1,2024-12-10,A
22,7894900681178,2022-12-01,2024-12-09,740,0.791,1.0,0.911,0.817,4517.0,6.1,1,2024-12-10,B
22,7894900681192,2022-12-01,2024-09-10,650,0.431,0.567,0.578,0.633,448.0,0.69,91,2024-12-10,D
22,7894900681222,2022-12-02,2024-11-28,728,0.066,0.167,0.078,0.067,69.0,0.09,12,2024-12-10,C
22,7894900681246,2022-12-01,2024-12-09,740,0.932,1.0,0.944,0.958,5618.0,7.59,1,2024-12-10,A
22,7894900700015,2022-12-01,2024-12-09,740,0.972,1.0,1.0,1.0,12160.0,16.43,1,2024-12-10,A
22,7894900700282,2022-12-06,2024-10-14,679,0.046,0.033,0.044,0.058,36.0,0.05,57,2024-12-10,D
22,7894900700398,2022-12-01,2024-12-09,740,0.982,1.0,0.989,0.992,15830.0,21.39,1,2024-12-10,A
22,7894900701159,2022-12-01,2024-12-09,740,0.97,1.0,0.967,0.967,13680.0,18.49,1,2024-12-10,A
22,7894900701302,2022-12-01,2024-12-09,740,0.673,0.7,0.644,0.675,1520.0,2.05,1,2024-12-10,B
22,7894900701326,2022-12-01,2024-12-09,740,0.916,1.0,0.989,0.992,3818.0,5.16,1,2024-12-10,A
22,7894900701517,2022-12-01,2024-12-09,740,0.993,1.0,1.0,1.0,28992.0,39.18,1,2024-12-10,A
22,7894900701609,2022-12-01,2024-12-10,741,0.995,1.0,1.0,1.0,24026.0,32.42,0,2024-12-10,A
22,7894900701715,2022-12-01,2024-12-09,740,0.974,1.0,1.0,1.0,10365.0,14.01,1,2024-12-10,A
22,7894900701753,2022-12-01,2024-12-09,740,0.981,0.967,0.978,0.983,7191.0,9.72,1,2024-12-10,A
22,7894900702217,2022-12-01,2024-12-08,739,0.931,0.4,0.567,0.675,7397.0,10.01,2,2024-12-10,C
22,7894900702606,2022-12-03,2024-10-07,675,0.399,0.733,0.456,0.375,649.0,0.96,64,2024-12-10,D
22,7894900704211,2022-12-01,2024-12-09,740,0.935,0.967,0.889,0.892,17843.0,24.11,1,2024-12-10,A
22,7894900709841,2023-09-30,2024-12-05,433,0.023,0.067,0.056,0.042,20.0,0.05,5,2024-12-10,C
22,7894900709902,2024-10-05,2024-10-05,1,1.0,1.0,1.0,1.0,5.0,5.0,66,2024-12-10,D
22,7894900910018,2022-12-03,2024-06-20,566,0.17,0.133,0.244,0.183,217.0,0.38,173,2024-12-10,D
22,7894900910391,2022-12-03,2024-12-09,738,0.379,0.4,0.311,0.233,1344.0,1.82,1,2024-12-10,C
22,7894900911305,2023-11-09,2024-03-01,114,0.035,0.067,0.022,0.035,10.0,0.09,284,2024-12-10,D
22,7894900911510,2022-12-01,2024-12-09,740,0.993,1.0,1.0,1.0,25288.0,34.17,1,2024-12-10,A
22,7894900911602,2022-12-01,2024-09-13,653,0.441,0.2,0.5,0.542,1019.0,1.56,88,2024-12-10,D
22,7896000597410,2023-08-31,2023-10-13,44,0.182,0.2,0.182,0.182,12.0,0.27,424,2024-12-10,D
22,7896000597427,2023-08-08,2023-10-14,68,0.118,0.2,0.118,0.118,11.0,0.16,423,2024-12-10,D
22,7896000597434,2023-07-18,2024-06-21,340,0.165,0.033,0.178,0.233,164.0,0.48,172,2024-12-10,D
22,7896000598066,2023-07-16,2023-11-22,130,0.108,0.033,0.122,0.108,16.0,0.12,384,2024-12-10,D
22,7896000598073,2023-07-15,2024-05-08,299,0.134,0.133,0.156,0.117,77.0,0.26,216,2024-12-10,D
22,7896000598080,2023-07-24,2024-03-30,251,0.08,0.133,0.044,0.033,30.0,0.12,255,2024-12-10,D
22,7896000598103,2023-07-14,2023-10-01,80,0.125,0.167,0.125,0.125,12.0,0.15,436,2024-12-10,D
22,7896045501038,2022-12-01,2023-08-20,263,0.586,0.6,0.522,0.492,457.0,1.74,478,2024-12-10,D
22,7896045503414,2022-12-01,2024-09-08,648,0.937,0.8,0.767,0.817,17690.0,27.3,93,2024-12-10,D
22,7896045503452,2022-12-02,2024-09-14,653,0.139,0.2,0.167,0.133,570.0,0.87,87,2024-12-10,D
22,7896045504497,2022-12-04,2024-11-29,727,0.028,0.067,0.056,0.05,27.0,0.04,11,2024-12-10,C
22,7896045504541,2022-12-15,2023-10-21,311,0.055,0.067,0.056,0.067,73.0,0.23,416,2024-12-10,D
22,7896045504688,2023-01-11,2024-03-02,417,0.007,0.033,0.022,0.017,29.0,0.07,283,2024-12-10,D
22,7896045504763,2022-12-02,2024-10-24,693,0.136,0.033,0.033,0.042,166.0,0.24,47,2024-12-10,D
22,7896045504831,2022-12-01,2023-12-11,376,0.931,0.3,0.744,0.808,45632.0,121.36,365,2024-12-10,D
22,7896045504848,2022-12-01,2023-10-30,334,0.503,0.433,0.389,0.408,428.0,1.28,407,2024-12-10,D
22,7896045505319,2022-12-01,2024-12-08,739,0.478,0.567,0.533,0.45,3594.0,4.86,2,2024-12-10,C
22,7896045505340,2022-12-02,2024-12-08,738,0.377,0.433,0.389,0.375,2489.0,3.37,2,2024-12-10,C
22,7896045505371,2022-12-02,2024-11-01,701,0.198,0.233,0.2,0.208,262.0,0.37,39,2024-12-10,D
22,7896045505784,2022-12-04,2024-11-14,712,0.053,0.033,0.011,0.042,47.0,0.07,26,2024-12-10,C
22,7896045506040,2022-12-01,2024-12-09,740,0.824,0.5,0.778,0.817,10524.0,14.22,1,2024-12-10,B
22,7896045506057,2022-12-02,2024-11-06,706,0.195,0.1,0.111,0.117,240.0,0.34,34,2024-12-10,D
22,7896045506064,2022-12-01,2023-09-03,277,0.863,0.967,0.933,0.783,6300.0,22.74,464,2024-12-10,D
22,7896045506071,2022-12-10,2023-08-23,257,0.082,0.033,0.044,0.042,29.0,0.11,475,2024-12-10,D
22,7896045506095,2022-12-01,2024-12-07,738,0.175,0.2,0.178,0.175,763.0,1.03,3,2024-12-10,C
22,7896045506187,2023-01-25,2024-07-22,545,0.134,0.067,0.1,0.083,355.0,0.65,141,2024-12-10,D
22,7896045506217,2023-12-12,2024-12-09,364,0.093,0.133,0.1,0.1,48.0,0.13,1,2024-12-10,C
22,7896045506248,2023-12-13,2024-12-09,363,0.504,0.967,0.944,0.8,4740.0,13.06,1,2024-12-10,B
22,7896045506316,2022-12-11,2024-11-07,698,0.052,0.133,0.1,0.15,55.0,0.08,33,2024-12-10,D
22,7896045506408,2022-12-07,2023-12-08,367,0.58,0.467,0.6,0.675,883.0,2.41,368,2024-12-10,D
22,7896045506415,2022-12-01,2024-12-09,740,0.677,0.967,0.889,0.85,10254.0,13.86,1,2024-12-10,B
22,7896045506422,2023-01-20,2024-11-21,672,0.207,0.3,0.311,0.3,198.0,0.29,19,2024-12-10,C
22,7896045506439,2022-12-01,2024-12-09,740,0.588,0.4,0.356,0.458,8075.0,10.91,1,2024-12-10,C
22,7896045506446,2022-12-02,2024-12-07,737,0.125,0.067,0.067,0.058,174.0,0.24,3,2024-12-10,C
22,7896045506507,2022-12-10,2024-12-08,730,0.44,0.4,0.456,0.392,1401.0,1.92,2,2024-12-10,C
22,7896045506514,2022-12-02,2024-12-08,738,0.121,0.133,0.122,0.133,338.0,0.46,2,2024-12-10,C
22,7896045506590,2022-12-01,2024-12-09,740,0.339,0.4,0.244,0.242,4875.0,6.59,1,2024-12-10,C
22,7896045506606,2022-12-03,2023-04-16,135,0.067,0.033,0.033,0.05,22.0,0.16,604,2024-12-10,D
22,7896045506682,2022-12-01,2024-11-27,728,0.294,0.067,0.133,0.258,655.0,0.9,13,2024-12-10,C
22,7896045506699,2024-07-21,2024-07-21,1,1.0,1.0,1.0,1.0,1.0,1.0,142,2024-12-10,D
22,7896045506705,2022-12-01,2024-11-14,715,0.253,0.233,0.278,0.225,5867.0,8.21,26,2024-12-10,C
22,7896045506712,2023-04-07,2023-04-29,23,0.261,0.261,0.261,0.261,12.0,0.52,591,2024-12-10,D
22,7896045506736,2024-10-22,2024-12-08,48,0.833,0.733,0.833,0.833,169.0,3.52,2,2024-12-10,C
22,7896045506743,2024-11-25,2024-11-30,6,0.667,0.667,0.667,0.667,12.0,2.0,10,2024-12-10,C
22,7896045506859,2023-04-15,2024-12-07,603,0.224,0.233,0.4,0.317,783.0,1.3,3,2024-12-10,C
22,7896045506866,2024-05-01,2024-10-20,173,0.035,0.167,0.056,0.042,9.0,0.05,51,2024-12-10,D
22,7896045506873,2023-08-21,2024-12-09,477,0.981,1.0,1.0,0.992,58467.0,122.57,1,2024-12-10,A
22,7896045506880,2023-08-28,2024-12-07,468,0.209,0.133,0.1,0.133,155.0,0.33,3,2024-12-10,C
22,7896045506910,2023-09-29,2024-12-09,438,0.795,0.467,0.733,0.775,9198.0,21.0,1,2024-12-10,C
22,7896045506927,2024-01-04,2024-09-08,249,0.032,0.1,0.044,0.042,11.0,0.04,93,2024-12-10,D
22,7896045506934,2023-10-14,2024-12-09,423,0.957,1.0,0.989,0.992,58446.0,138.17,1,2024-12-10,A
22,7896045506941,2023-11-04,2024-12-08,401,0.222,0.233,0.211,0.2,137.0,0.34,2,2024-12-10,C
22,7896045507054,2023-12-09,2024-11-01,329,0.587,0.167,0.322,0.442,2078.0,6.32,39,2024-12-10,D
22,7896045507191,2024-11-19,2024-12-07,19,0.158,0.158,0.158,0.158,10.0,0.53,3,2024-12-10,C
22,7896045507368,2024-11-27,2024-12-08,12,0.583,0.583,0.583,0.583,28.0,2.33,2,2024-12-10,C
22,7896045512317,2022-12-01,2024-12-08,739,0.465,0.467,0.433,0.517,2430.0,3.29,2,2024-12-10,C
22,7896045523412,2022-12-01,2023-09-02,276,0.993,1.0,1.0,1.0,43693.0,158.31,465,2024-12-10,D
22,7896050200957,2023-01-07,2023-12-27,355,0.037,0.033,0.044,0.033,20.0,0.06,349,2024-12-10,D
22,7896050201039,2022-12-08,2023-12-06,364,0.082,0.267,0.089,0.067,52.0,0.14,370,2024-12-10,D
22,7896050201145,2022-12-06,2024-12-05,731,0.118,0.167,0.233,0.217,178.0,0.24,5,2024-12-10,C
22,7896050201176,2022-12-13,2024-12-06,725,0.247,0.433,0.322,0.3,354.0,0.49,4,2024-12-10,C
22,7896050201220,2022-12-01,2024-12-06,737,0.176,0.467,0.356,0.333,255.0,0.35,4,2024-12-10,C
22,7896050201237,2022-12-14,2024-08-30,626,0.089,0.1,0.078,0.083,129.0,0.21,102,2024-12-10,D
22,7896050201343,2022-12-14,2024-12-06,724,0.124,0.333,0.278,0.267,187.0,0.26,4,2024-12-10,C
22,7896050201428,2023-03-17,2024-11-27,622,0.169,0.4,0.311,0.308,175.0,0.28,13,2024-12-10,C
22,7896050201442,2023-03-18,2024-12-09,633,0.071,0.1,0.089,0.083,82.0,0.13,1,2024-12-10,C
22,7896052603497,2022-12-20,2024-12-09,721,0.52,0.433,0.456,0.517,2325.0,3.22,1,2024-12-10,C
22,7896052603503,2022-12-31,2024-10-17,657,0.009,0.067,0.033,0.025,8.0,0.01,54,2024-12-10,D
22,7896052603749,2024-12-03,2024-12-03,1,1.0,1.0,1.0,1.0,20.0,20.0,7,2024-12-10,C
22,7896052604975,2022-12-01,2024-12-09,740,0.72,0.433,0.611,0.6,2768.0,3.74,1,2024-12-10,C
22,7896052604999,2022-12-21,2024-12-09,720,0.258,0.433,0.411,0.467,794.0,1.1,1,2024-12-10,C
22,7896052606191,2023-01-18,2024-10-07,629,0.359,0.367,0.389,0.475,1023.0,1.63,64,2024-12-10,D
22,7896052607044,2022-12-02,2024-12-09,739,0.54,0.667,0.567,0.608,1688.0,2.28,1,2024-12-10,B
22,7896052607129,2022-12-01,2024-12-09,740,0.504,0.667,0.689,0.717,1536.0,2.08,1,2024-12-10,B
22,7896052607167,2024-07-05,2024-12-08,157,0.694,0.833,0.722,0.7,473.0,3.01,2,2024-12-10,B
22,7896052607228,2022-12-01,2024-12-09,740,0.659,0.3,0.6,0.592,3143.0,4.25,1,2024-12-10,C
22,7896052607587,2022-12-01,2024-12-09,740,0.411,0.3,0.444,0.517,1641.0,2.22,1,2024-12-10,C
22,7896263500011,2022-12-01,2024-12-09,740,0.977,1.0,0.956,0.958,27820.0,37.59,1,2024-12-10,A
22,7896263500141,2022-12-15,2024-12-09,726,0.77,0.633,0.722,0.75,2181.0,3.0,1,2024-12-10,B
22,7896263502541,2024-03-02,2024-12-09,283,0.728,0.967,0.767,0.767,1237.0,4.37,1,2024-12-10,B
22,7896263503036,2024-01-31,2024-12-09,314,0.885,0.9,0.911,0.933,2195.0,6.99,1,2024-12-10,A
22,7896263503913,2022-12-01,2024-11-29,730,0.751,0.367,0.733,0.717,20618.0,28.24,11,2024-12-10,C
22,7896263503920,2022-12-01,2024-11-09,710,0.341,0.7,0.578,0.617,1097.0,1.55,31,2024-12-10,D
22,7896317100617,2022-12-01,2024-12-09,740,0.966,1.0,1.0,0.983,18250.0,24.66,1,2024-12-10,A
22,7896317102918,2022-12-01,2024-12-09,740,0.901,0.933,0.911,0.908,4066.0,5.49,1,2024-12-10,A
22,7896317102970,2022-12-01,2024-12-08,739,0.597,0.7,0.711,0.708,1096.0,1.48,2,2024-12-10,B
22,7896317103069,2022-12-01,2024-12-09,740,0.728,0.867,0.889,0.875,1905.0,2.57,1,2024-12-10,B
22,7896317103908,2024-04-14,2024-12-09,240,0.817,0.933,0.878,0.825,577.0,2.4,1,2024-12-10,A
22,7896317103915,2024-04-17,2024-12-09,237,0.599,0.633,0.644,0.633,368.0,1.55,1,2024-12-10,B
22,7896317105025,2022-12-01,2024-12-09,740,0.995,1.0,1.0,1.0,15776.0,21.32,1,2024-12-10,A
22,7896317105032,2022-12-01,2024-12-09,740,0.757,1.0,0.911,0.892,1587.0,2.14,1,2024-12-10,B
22,7896317105179,2022-12-01,2024-12-09,740,0.888,1.0,0.978,0.975,2688.0,3.63,1,2024-12-10,A
22,7896371000007,2022-12-02,2024-11-25,725,0.488,0.467,0.322,0.333,7341.0,10.13,15,2024-12-10,C
22,7896371000175,2023-01-15,2024-12-07,693,0.118,0.033,0.033,0.025,524.0,0.76,3,2024-12-10,C
22,7896371000182,2022-12-27,2024-05-30,521,0.094,0.3,0.1,0.083,147.0,0.28,194,2024-12-10,D
22,7896371000199,2023-07-26,2024-09-07,410,0.041,0.067,0.033,0.025,24.0,0.06,94,2024-12-10,D
22,7896371000205,2022-12-07,2023-10-02,300,0.11,0.267,0.189,0.167,48.0,0.16,435,2024-12-10,D
22,7896371000212,2022-12-03,2024-09-08,646,0.144,0.133,0.067,0.058,144.0,0.22,93,2024-12-10,D
22,7896371000229,2022-12-07,2023-09-15,283,0.074,0.133,0.067,0.058,26.0,0.09,452,2024-12-10,D
22,7896371000236,2022-12-08,2024-09-07,640,0.098,0.133,0.089,0.075,96.0,0.15,94,2024-12-10,D
22,7896371000328,2024-11-08,2024-11-13,6,0.5,0.5,0.5,0.5,48.0,8.0,27,2024-12-10,C
22,7896843200119,2022-12-01,2024-12-04,735,0.529,0.833,0.722,0.708,1850.0,2.52,6,2024-12-10,B
22,7896843200201,2022-12-02,2024-12-06,736,0.715,0.8,0.856,0.875,1855.0,2.52,4,2024-12-10,B
22,7896843200218,2022-12-01,2024-12-04,735,0.528,0.833,0.811,0.817,1687.0,2.3,6,2024-12-10,B
22,7896843200249,2022-12-02,2024-12-09,739,0.724,0.933,0.856,0.808,1945.0,2.63,1,2024-12-10,B
22,7896843200263,2022-12-01,2024-12-09,740,0.669,0.8,0.7,0.742,2266.0,3.06,1,2024-12-10,B
22,7896843200539,2022-12-22,2024-12-02,712,0.442,0.767,0.722,0.725,1425.0,2.0,8,2024-12-10,C
22,7896843201017,2022-12-01,2024-12-09,740,0.515,0.533,0.567,0.583,2237.0,3.02,1,2024-12-10,B
22,7896843201079,2022-12-01,2024-12-09,740,0.673,0.733,0.811,0.767,2317.0,3.13,1,2024-12-10,B
22,7897395000578,2022-12-06,2024-11-30,726,0.205,0.133,0.089,0.125,953.0,1.31,10,2024-12-10,C
22,7897395000585,2023-01-30,2023-01-30,1,1.0,1.0,1.0,1.0,1.0,1.0,680,2024-12-10,D
22,7897395000769,2023-02-14,2024-06-23,496,0.073,0.1,0.078,0.075,144.0,0.29,170,2024-12-10,D
22,7897395000790,2023-03-02,2024-06-28,485,0.045,0.033,0.022,0.025,64.0,0.13,165,2024-12-10,D
22,7897395000882,2023-01-13,2024-11-18,676,0.253,0.167,0.1,0.125,1120.0,1.66,22,2024-12-10,C
22,7897395000912,2023-01-15,2024-11-30,686,0.039,0.2,0.1,0.117,218.0,0.32,10,2024-12-10,C
22,7897395000943,2022-12-03,2024-12-09,738,0.749,0.767,0.7,0.717,4523.0,6.13,1,2024-12-10,B
22,7897395000950,2022-12-07,2024-12-07,732,0.04,0.067,0.056,0.05,199.0,0.27,3,2024-12-10,C
22,7897395001032,2022-12-29,2024-11-08,681,0.053,0.033,0.078,0.075,216.0,0.32,32,2024-12-10,D
22,7897395001049,2023-03-04,2023-07-22,141,0.014,0.033,0.011,0.008,2.0,0.01,507,2024-12-10,D
22,7897395001063,2022-12-06,2024-12-09,735,0.532,0.367,0.5,0.525,1776.0,2.42,1,2024-12-10,C
22,7897395001070,2022-12-09,2024-07-12,582,0.026,0.033,0.011,0.017,24.0,0.04,151,2024-12-10,D
22,7897395001766,2023-05-28,2023-09-24,120,0.167,0.2,0.144,0.167,60.0,0.5,443,2024-12-10,D
22,7897395007256,2022-12-09,2024-10-11,673,0.091,0.1,0.056,0.058,204.0,0.3,60,2024-12-10,D
22,7897395020101,2022-12-01,2024-12-08,739,0.583,0.7,0.711,0.758,9977.0,13.5,2,2024-12-10,B
22,7897395020132,2022-12-03,2024-12-03,732,0.014,0.1,0.067,0.05,12.0,0.02,7,2024-12-10,C
22,7897395020194,2022-12-01,2024-12-09,740,0.932,0.867,0.956,0.958,13620.0,18.41,1,2024-12-10,A
22,7897395020200,2023-01-26,2024-12-03,678,0.027,0.1,0.067,0.058,19.0,0.03,7,2024-12-10,C
22,7897395020347,2022-12-22,2023-03-17,86,0.035,0.033,0.035,0.035,5.0,0.06,634,2024-12-10,D
22,7897395040390,2022-12-01,2024-12-09,740,0.777,0.833,0.856,0.875,11740.0,15.86,1,2024-12-10,B
22,7897395040659,2024-05-11,2024-12-04,208,0.159,0.2,0.178,0.175,116.0,0.56,6,2024-12-10,C
22,7897395040666,2024-12-07,2024-12-07,1,1.0,1.0,1.0,1.0,1.0,1.0,3,2024-12-10,C
22,7897395060107,2022-12-01,2024-12-09,740,0.982,1.0,1.0,1.0,102209.0,138.12,1,2024-12-10,A
22,7897395060138,2022-12-19,2024-12-08,721,0.05,0.2,0.089,0.067,51.0,0.07,2,2024-12-10,C
22,7897395060237,2022-12-01,2024-12-07,738,0.701,0.5,0.522,0.6,10113.0,13.7,3,2024-12-10,B
22,7897395060244,2023-05-14,2023-12-21,222,0.009,0.033,0.011,0.008,2.0,0.01,355,2024-12-10,D
22,7897395099329,2022-12-01,2024-12-09,740,0.788,0.967,0.967,0.967,25923.0,35.03,1,2024-12-10,B
22,7897395099336,2022-12-02,2024-12-08,738,0.305,0.567,0.511,0.558,426.0,0.58,2,2024-12-10,C
22,7897395099367,2023-03-02,2023-10-22,235,0.043,0.1,0.033,0.033,47.0,0.2,415,2024-12-10,D
22,7897395099374,2023-06-04,2023-06-04,1,1.0,1.0,1.0,1.0,1.0,1.0,555,2024-12-10,D
22,7897395099664,2023-02-03,2024-09-06,582,0.009,0.033,0.011,0.008,6.0,0.01,95,2024-12-10,D
22,7897395099695,2022-12-01,2024-11-12,713,0.258,0.1,0.089,0.083,1272.0,1.78,28,2024-12-10,C
22,7898099394055,2023-04-02,2024-12-08,617,0.22,0.5,0.333,0.283,259.0,0.42,2,2024-12-10,C
22,7898099394642,2022-12-09,2024-12-06,729,0.078,0.133,0.089,0.117,99.0,0.14,4,2024-12-10,C
22,7898099396257,2023-04-04,2024-12-08,615,0.203,0.233,0.244,0.233,201.0,0.33,2,2024-12-10,C
22,7898230710102,2022-12-02,2024-12-06,736,0.209,0.167,0.111,0.125,352.0,0.48,4,2024-12-10,C
22,7898230710201,2022-12-04,2024-12-08,736,0.288,0.267,0.189,0.2,435.0,0.59,2,2024-12-10,C
22,7898230715213,2022-12-03,2024-12-09,738,0.233,0.267,0.211,0.275,302.0,0.41,1,2024-12-10,C
22,7898230715558,2022-12-09,2024-12-08,731,0.29,0.233,0.178,0.192,398.0,0.54,2,2024-12-10,C
22,7898230716616,2022-12-01,2024-11-20,721,0.264,0.033,0.178,0.225,649.0,0.9,20,2024-12-10,C
22,7898230716623,2023-09-06,2024-03-03,180,0.017,0.033,0.011,0.017,3.0,0.02,282,2024-12-10,D
22,7898230716630,2022-12-01,2024-11-29,730,0.414,0.267,0.356,0.392,896.0,1.23,11,2024-12-10,C
